Rdzenie procesora,Przyspieszenie
4265,9.9789424,
4266,9.9789474,
4267,9.9789523,
4268,9.9789572,
4269,9.9789621,
4270,9.9789670,
4271,9.9789720,
4272,9.9789769,
4273,9.9789818,
4274,9.9789867,
4275,9.9789916,
4276,9.9789965,
4277,9.9790014,
4278,9.9790063,
4279,9.9790112,
4280,9.9790161,
4281,9.9790210,
4282,9.9790259,
4283,9.9790308,
4284,9.9790356,
4285,9.9790405,
4286,9.9790454,
4287,9.9790503,
4288,9.9790552,
4289,9.9790600,
4290,9.9790649,
4291,9.9790698,
4292,9.9790746,
4293,9.9790795,
4294,9.9790844,
4295,9.9790892,
4296,9.9790941,
4297,9.9790989,
4298,9.9791038,
4299,9.9791086,
4300,9.9791135,
4301,9.9791183,
4302,9.9791232,
4303,9.9791280,
4304,9.9791329,
4305,9.9791377,
4306,9.9791425,
4307,9.9791474,
4308,9.9791522,
4309,9.9791570,
4310,9.9791618,
4311,9.9791667,
4312,9.9791715,
4313,9.9791763,
4314,9.9791811,
4315,9.9791859,
4316,9.9791908,
4317,9.9791956,
4318,9.9792004,
4319,9.9792052,
4320,9.9792100,
4321,9.9792148,
4322,9.9792196,
4323,9.9792244,
4324,9.9792292,
4325,9.9792340,
4326,9.9792388,
4327,9.9792435,
4328,9.9792483,
4329,9.9792531,
4330,9.9792579,
4331,9.9792627,
4332,9.9792674,
4333,9.9792722,
4334,9.9792770,
4335,9.9792818,
4336,9.9792865,
4337,9.9792913,
4338,9.9792961,
4339,9.9793008,
4340,9.9793056,
4341,9.9793103,
4342,9.9793151,
4343,9.9793199,
4344,9.9793246,
4345,9.9793294,
4346,9.9793341,
4347,9.9793388,
4348,9.9793436,
4349,9.9793483,
4350,9.9793531,
4351,9.9793578,
4352,9.9793625,
4353,9.9793673,
4354,9.9793720,
4355,9.9793767,
4356,9.9793814,
4357,9.9793862,
4358,9.9793909,
4359,9.9793956,
4360,9.9794003,
4361,9.9794050,
4362,9.9794097,
4363,9.9794145,
4364,9.9794192,
4365,9.9794239,
4366,9.9794286,
4367,9.9794333,
4368,9.9794380,
4369,9.9794427,
4370,9.9794474,
4371,9.9794521,
4372,9.9794567,
4373,9.9794614,
4374,9.9794661,
4375,9.9794708,
4376,9.9794755,
4377,9.9794802,
4378,9.9794848,
4379,9.9794895,
4380,9.9794942,
4381,9.9794989,
4382,9.9795035,
4383,9.9795082,
4384,9.9795129,
4385,9.9795175,
4386,9.9795222,
4387,9.9795268,
4388,9.9795315,
4389,9.9795362,
4390,9.9795408,
4391,9.9795455,
4392,9.9795501,
4393,9.9795547,
4394,9.9795594,
4395,9.9795640,
4396,9.9795687,
4397,9.9795733,
4398,9.9795779,
4399,9.9795826,
4400,9.9795872,
4401,9.9795918,
4402,9.9795965,
4403,9.9796011,
4404,9.9796057,
4405,9.9796103,
4406,9.9796149,
4407,9.9796196,
4408,9.9796242,
4409,9.9796288,
4410,9.9796334,
4411,9.9796380,
4412,9.9796426,
4413,9.9796472,
4414,9.9796518,
4415,9.9796564,
4416,9.9796610,
4417,9.9796656,
4418,9.9796702,
4419,9.9796748,
4420,9.9796794,
4421,9.9796840,
4422,9.9796886,
4423,9.9796931,
4424,9.9796977,
4425,9.9797023,
4426,9.9797069,
4427,9.9797115,
4428,9.9797160,
4429,9.9797206,
4430,9.9797252,
4431,9.9797297,
4432,9.9797343,
4433,9.9797389,
4434,9.9797434,
4435,9.9797480,
4436,9.9797525,
4437,9.9797571,
4438,9.9797616,
4439,9.9797662,
4440,9.9797707,
4441,9.9797753,
4442,9.9797798,
4443,9.9797844,
4444,9.9797889,
4445,9.9797934,
4446,9.9797980,
4447,9.9798025,
4448,9.9798070,
4449,9.9798116,
4450,9.9798161,
4451,9.9798206,
4452,9.9798252,
4453,9.9798297,
4454,9.9798342,
4455,9.9798387,
4456,9.9798432,
4457,9.9798477,
4458,9.9798522,
4459,9.9798568,
4460,9.9798613,
4461,9.9798658,
4462,9.9798703,
4463,9.9798748,
4464,9.9798793,
4465,9.9798838,
4466,9.9798883,
4467,9.9798928,
4468,9.9798973,
4469,9.9799017,
4470,9.9799062,
4471,9.9799107,
4472,9.9799152,
4473,9.9799197,
4474,9.9799242,
4475,9.9799286,
4476,9.9799331,
4477,9.9799376,
4478,9.9799421,
4479,9.9799465,
4480,9.9799510,
4481,9.9799555,
4482,9.9799599,
4483,9.9799644,
4484,9.9799688,
4485,9.9799733,
4486,9.9799778,
4487,9.9799822,
4488,9.9799867,
4489,9.9799911,
4490,9.9799956,
4491,9.9800000,
4492,9.9800044,
4493,9.9800089,
4494,9.9800133,
4495,9.9800178,
4496,9.9800222,
4497,9.9800266,
4498,9.9800311,
4499,9.9800355,
4500,9.9800399,
4501,9.9800443,
4502,9.9800488,
4503,9.9800532,
4504,9.9800576,
4505,9.9800620,
4506,9.9800664,
4507,9.9800709,
4508,9.9800753,
4509,9.9800797,
4510,9.9800841,
4511,9.9800885,
4512,9.9800929,
4513,9.9800973,
4514,9.9801017,
4515,9.9801061,
4516,9.9801105,
4517,9.9801149,
4518,9.9801193,
4519,9.9801237,
4520,9.9801281,
4521,9.9801325,
4522,9.9801368,
4523,9.9801412,
4524,9.9801456,
4525,9.9801500,
4526,9.9801544,
4527,9.9801587,
4528,9.9801631,
4529,9.9801675,
4530,9.9801718,
4531,9.9801762,
4532,9.9801806,
4533,9.9801849,
4534,9.9801893,
4535,9.9801937,
4536,9.9801980,
4537,9.9802024,
4538,9.9802067,
4539,9.9802111,
4540,9.9802154,
4541,9.9802198,
4542,9.9802241,
4543,9.9802285,
4544,9.9802328,
4545,9.9802372,
4546,9.9802415,
4547,9.9802458,
4548,9.9802502,
4549,9.9802545,
4550,9.9802588,
4551,9.9802632,
4552,9.9802675,
4553,9.9802718,
4554,9.9802761,
4555,9.9802805,
4556,9.9802848,
4557,9.9802891,
4558,9.9802934,
4559,9.9802977,
4560,9.9803020,
4561,9.9803063,
4562,9.9803107,
4563,9.9803150,
4564,9.9803193,
4565,9.9803236,
4566,9.9803279,
4567,9.9803322,
4568,9.9803365,
4569,9.9803408,
4570,9.9803451,
4571,9.9803493,
4572,9.9803536,
4573,9.9803579,
4574,9.9803622,
4575,9.9803665,
4576,9.9803708,
4577,9.9803751,
4578,9.9803793,
4579,9.9803836,
4580,9.9803879,
4581,9.9803922,
4582,9.9803964,
4583,9.9804007,
4584,9.9804050,
4585,9.9804092,
4586,9.9804135,
4587,9.9804178,
4588,9.9804220,
4589,9.9804263,
4590,9.9804305,
4591,9.9804348,
4592,9.9804390,
4593,9.9804433,
4594,9.9804475,
4595,9.9804518,
4596,9.9804560,
4597,9.9804603,
4598,9.9804645,
4599,9.9804688,
4600,9.9804730,
4601,9.9804772,
4602,9.9804815,
4603,9.9804857,
4604,9.9804899,
4605,9.9804941,
4606,9.9804984,
4607,9.9805026,
4608,9.9805068,
4609,9.9805110,
4610,9.9805153,
4611,9.9805195,
4612,9.9805237,
4613,9.9805279,
4614,9.9805321,
4615,9.9805363,
4616,9.9805405,
4617,9.9805447,
4618,9.9805490,
4619,9.9805532,
4620,9.9805574,
4621,9.9805616,
4622,9.9805658,
4623,9.9805699,
4624,9.9805741,
4625,9.9805783,
4626,9.9805825,
4627,9.9805867,
4628,9.9805909,
4629,9.9805951,
4630,9.9805993,
4631,9.9806034,
4632,9.9806076,
4633,9.9806118,
4634,9.9806160,
4635,9.9806202,
4636,9.9806243,
4637,9.9806285,
4638,9.9806327,
4639,9.9806368,
4640,9.9806410,
4641,9.9806452,
4642,9.9806493,
4643,9.9806535,
4644,9.9806576,
4645,9.9806618,
4646,9.9806660,
4647,9.9806701,
4648,9.9806743,
4649,9.9806784,
4650,9.9806825,
4651,9.9806867,
4652,9.9806908,
4653,9.9806950,
4654,9.9806991,
4655,9.9807033,
4656,9.9807074,
4657,9.9807115,
4658,9.9807157,
4659,9.9807198,
4660,9.9807239,
4661,9.9807281,
4662,9.9807322,
4663,9.9807363,
4664,9.9807404,
4665,9.9807445,
4666,9.9807487,
4667,9.9807528,
4668,9.9807569,
4669,9.9807610,
4670,9.9807651,
4671,9.9807692,
4672,9.9807733,
4673,9.9807774,
4674,9.9807816,
4675,9.9807857,
4676,9.9807898,
4677,9.9807939,
4678,9.9807980,
4679,9.9808020,
4680,9.9808061,
4681,9.9808102,
4682,9.9808143,
4683,9.9808184,
4684,9.9808225,
4685,9.9808266,
4686,9.9808307,
4687,9.9808348,
4688,9.9808388,
4689,9.9808429,
4690,9.9808470,
4691,9.9808511,
4692,9.9808551,
4693,9.9808592,
4694,9.9808633,
4695,9.9808673,
4696,9.9808714,
4697,9.9808755,
4698,9.9808795,
4699,9.9808836,
4700,9.9808877,
4701,9.9808917,
4702,9.9808958,
4703,9.9808998,
4704,9.9809039,
4705,9.9809079,
4706,9.9809120,
4707,9.9809160,
4708,9.9809201,
4709,9.9809241,
4710,9.9809282,
4711,9.9809322,
4712,9.9809362,
4713,9.9809403,
4714,9.9809443,
4715,9.9809483,
4716,9.9809524,
4717,9.9809564,
4718,9.9809604,
4719,9.9809645,
4720,9.9809685,
4721,9.9809725,
4722,9.9809765,
4723,9.9809806,
4724,9.9809846,
4725,9.9809886,
4726,9.9809926,
4727,9.9809966,
4728,9.9810006,
4729,9.9810046,
4730,9.9810087,
4731,9.9810127,
4732,9.9810167,
4733,9.9810207,
4734,9.9810247,
4735,9.9810287,
4736,9.9810327,
4737,9.9810367,
4738,9.9810407,
4739,9.9810447,
4740,9.9810486,
4741,9.9810526,
4742,9.9810566,
4743,9.9810606,
4744,9.9810646,
4745,9.9810686,
4746,9.9810726,
4747,9.9810765,
4748,9.9810805,
4749,9.9810845,
4750,9.9810885,
4751,9.9810924,
4752,9.9810964,
4753,9.9811004,
4754,9.9811043,
4755,9.9811083,
4756,9.9811123,
4757,9.9811162,
4758,9.9811202,
4759,9.9811242,
4760,9.9811281,
4761,9.9811321,
4762,9.9811360,
4763,9.9811400,
4764,9.9811439,
4765,9.9811479,
4766,9.9811518,
4767,9.9811558,
4768,9.9811597,
4769,9.9811637,
4770,9.9811676,
4771,9.9811715,
4772,9.9811755,
4773,9.9811794,
4774,9.9811834,
4775,9.9811873,
4776,9.9811912,
4777,9.9811952,
4778,9.9811991,
4779,9.9812030,
4780,9.9812069,
4781,9.9812109,
4782,9.9812148,
4783,9.9812187,
4784,9.9812226,
4785,9.9812265,
4786,9.9812304,
4787,9.9812344,
4788,9.9812383,
4789,9.9812422,
4790,9.9812461,
4791,9.9812500,
4792,9.9812539,
4793,9.9812578,
4794,9.9812617,
4795,9.9812656,
4796,9.9812695,
4797,9.9812734,
4798,9.9812773,
4799,9.9812812,
4800,9.9812851,
4801,9.9812890,
4802,9.9812929,
4803,9.9812968,
4804,9.9813006,
4805,9.9813045,
4806,9.9813084,
4807,9.9813123,
4808,9.9813162,
4809,9.9813200,
4810,9.9813239,
4811,9.9813278,
4812,9.9813317,
4813,9.9813355,
4814,9.9813394,
4815,9.9813433,
4816,9.9813472,
4817,9.9813510,
4818,9.9813549,
4819,9.9813587,
4820,9.9813626,
4821,9.9813665,
4822,9.9813703,
4823,9.9813742,
4824,9.9813780,
4825,9.9813819,
4826,9.9813857,
4827,9.9813896,
4828,9.9813934,
4829,9.9813973,
4830,9.9814011,
4831,9.9814050,
4832,9.9814088,
4833,9.9814126,
4834,9.9814165,
4835,9.9814203,
4836,9.9814241,
4837,9.9814280,
4838,9.9814318,
4839,9.9814356,
4840,9.9814395,
4841,9.9814433,
4842,9.9814471,
4843,9.9814509,
4844,9.9814548,
4845,9.9814586,
4846,9.9814624,
4847,9.9814662,
4848,9.9814700,
4849,9.9814739,
4850,9.9814777,
4851,9.9814815,
4852,9.9814853,
4853,9.9814891,
4854,9.9814929,
4855,9.9814967,
4856,9.9815005,
4857,9.9815043,
4858,9.9815081,
4859,9.9815119,
4860,9.9815157,
4861,9.9815195,
4862,9.9815233,
4863,9.9815271,
4864,9.9815309,
4865,9.9815347,
4866,9.9815385,
4867,9.9815422,
4868,9.9815460,
4869,9.9815498,
4870,9.9815536,
4871,9.9815574,
4872,9.9815612,
4873,9.9815649,
4874,9.9815687,
4875,9.9815725,
4876,9.9815763,
4877,9.9815800,
4878,9.9815838,
4879,9.9815876,
4880,9.9815913,
4881,9.9815951,
4882,9.9815989,
4883,9.9816026,
4884,9.9816064,
4885,9.9816101,
4886,9.9816139,
4887,9.9816176,
4888,9.9816214,
4889,9.9816252,
4890,9.9816289,
4891,9.9816327,
4892,9.9816364,
4893,9.9816401,
4894,9.9816439,
4895,9.9816476,
4896,9.9816514,
4897,9.9816551,
4898,9.9816589,
4899,9.9816626,
4900,9.9816663,
4901,9.9816701,
4902,9.9816738,
4903,9.9816775,
4904,9.9816813,
4905,9.9816850,
4906,9.9816887,
4907,9.9816924,
4908,9.9816962,
4909,9.9816999,
4910,9.9817036,
4911,9.9817073,
4912,9.9817110,
4913,9.9817148,
4914,9.9817185,
4915,9.9817222,
4916,9.9817259,
4917,9.9817296,
4918,9.9817333,
4919,9.9817370,
4920,9.9817407,
4921,9.9817444,
4922,9.9817481,
4923,9.9817518,
4924,9.9817555,
4925,9.9817592,
4926,9.9817629,
4927,9.9817666,
4928,9.9817703,
4929,9.9817740,
4930,9.9817777,
4931,9.9817814,
4932,9.9817851,
4933,9.9817887,
4934,9.9817924,
4935,9.9817961,
4936,9.9817998,
4937,9.9818035,
4938,9.9818072,
4939,9.9818108,
4940,9.9818145,
4941,9.9818182,
4942,9.9818219,
4943,9.9818255,
4944,9.9818292,
4945,9.9818329,
4946,9.9818365,
4947,9.9818402,
4948,9.9818439,
4949,9.9818475,
4950,9.9818512,
4951,9.9818548,
4952,9.9818585,
4953,9.9818622,
4954,9.9818658,
4955,9.9818695,
4956,9.9818731,
4957,9.9818768,
4958,9.9818804,
4959,9.9818841,
4960,9.9818877,
4961,9.9818913,
4962,9.9818950,
4963,9.9818986,
4964,9.9819023,
4965,9.9819059,
4966,9.9819095,
4967,9.9819132,
4968,9.9819168,
4969,9.9819204,
4970,9.9819241,
4971,9.9819277,
4972,9.9819313,
4973,9.9819350,
4974,9.9819386,
4975,9.9819422,
4976,9.9819458,
4977,9.9819495,
4978,9.9819531,
4979,9.9819567,
4980,9.9819603,
4981,9.9819639,
4982,9.9819675,
4983,9.9819712,
4984,9.9819748,
4985,9.9819784,
4986,9.9819820,
4987,9.9819856,
4988,9.9819892,
4989,9.9819928,
4990,9.9819964,
4991,9.9820000,
4992,9.9820036,
4993,9.9820072,
4994,9.9820108,
4995,9.9820144,
4996,9.9820180,
4997,9.9820216,
4998,9.9820252,
4999,9.9820288,
5000,9.9820323,
5001,9.9820359,
5002,9.9820395,
5003,9.9820431,
5004,9.9820467,
5005,9.9820503,
5006,9.9820538,
5007,9.9820574,
5008,9.9820610,
5009,9.9820646,
5010,9.9820681,
5011,9.9820717,
5012,9.9820753,
5013,9.9820789,
5014,9.9820824,
5015,9.9820860,
5016,9.9820896,
5017,9.9820931,
5018,9.9820967,
5019,9.9821002,
5020,9.9821038,
5021,9.9821074,
5022,9.9821109,
5023,9.9821145,
5024,9.9821180,
5025,9.9821216,
5026,9.9821251,
5027,9.9821287,
5028,9.9821322,
5029,9.9821358,
5030,9.9821393,
5031,9.9821429,
5032,9.9821464,
5033,9.9821499,
5034,9.9821535,
5035,9.9821570,
5036,9.9821606,
5037,9.9821641,
5038,9.9821676,
5039,9.9821712,
5040,9.9821747,
5041,9.9821782,
5042,9.9821817,
5043,9.9821853,
5044,9.9821888,
5045,9.9821923,
5046,9.9821958,
5047,9.9821994,
5048,9.9822029,
5049,9.9822064,
5050,9.9822099,
5051,9.9822134,
5052,9.9822170,
5053,9.9822205,
5054,9.9822240,
5055,9.9822275,
5056,9.9822310,
5057,9.9822345,
5058,9.9822380,
5059,9.9822415,
5060,9.9822450,
5061,9.9822485,
5062,9.9822520,
5063,9.9822555,
5064,9.9822590,
5065,9.9822625,
5066,9.9822660,
5067,9.9822695,
5068,9.9822730,
5069,9.9822765,
5070,9.9822800,
5071,9.9822835,
5072,9.9822870,
5073,9.9822904,
5074,9.9822939,
5075,9.9822974,
5076,9.9823009,
5077,9.9823044,
5078,9.9823078,
5079,9.9823113,
5080,9.9823148,
5081,9.9823183,
5082,9.9823217,
5083,9.9823252,
5084,9.9823287,
5085,9.9823322,
5086,9.9823356,
5087,9.9823391,
5088,9.9823426,
5089,9.9823460,
5090,9.9823495,
5091,9.9823529,
5092,9.9823564,
5093,9.9823599,
5094,9.9823633,
5095,9.9823668,
5096,9.9823702,
5097,9.9823737,
5098,9.9823771,
5099,9.9823806,
5100,9.9823840,
5101,9.9823875,
5102,9.9823909,
5103,9.9823944,
5104,9.9823978,
5105,9.9824013,
5106,9.9824047,
5107,9.9824081,
5108,9.9824116,
5109,9.9824150,
5110,9.9824184,
5111,9.9824219,
5112,9.9824253,
5113,9.9824287,
5114,9.9824322,
5115,9.9824356,
5116,9.9824390,
5117,9.9824425,
5118,9.9824459,
5119,9.9824493,
5120,9.9824527,
5121,9.9824561,
5122,9.9824596,
5123,9.9824630,
5124,9.9824664,
5125,9.9824698,
5126,9.9824732,
5127,9.9824766,
5128,9.9824800,
5129,9.9824835,
5130,9.9824869,
5131,9.9824903,
5132,9.9824937,
5133,9.9824971,
5134,9.9825005,
5135,9.9825039,
5136,9.9825073,
5137,9.9825107,
5138,9.9825141,
5139,9.9825175,
5140,9.9825209,
5141,9.9825243,
5142,9.9825277,
5143,9.9825311,
5144,9.9825344,
5145,9.9825378,
5146,9.9825412,
5147,9.9825446,
5148,9.9825480,
5149,9.9825514,
5150,9.9825548,
5151,9.9825581,
5152,9.9825615,
5153,9.9825649,
5154,9.9825683,
5155,9.9825716,
5156,9.9825750,
5157,9.9825784,
5158,9.9825818,
5159,9.9825851,
5160,9.9825885,
5161,9.9825919,
5162,9.9825952,
5163,9.9825986,
5164,9.9826020,
5165,9.9826053,
5166,9.9826087,
5167,9.9826121,
5168,9.9826154,
5169,9.9826188,
5170,9.9826221,
5171,9.9826255,
5172,9.9826288,
5173,9.9826322,
5174,9.9826355,
5175,9.9826389,
5176,9.9826422,
5177,9.9826456,
5178,9.9826489,
5179,9.9826523,
5180,9.9826556,
5181,9.9826590,
5182,9.9826623,
5183,9.9826656,
5184,9.9826690,
5185,9.9826723,
5186,9.9826756,
5187,9.9826790,
5188,9.9826823,
5189,9.9826856,
5190,9.9826890,
5191,9.9826923,
5192,9.9826956,
5193,9.9826990,
5194,9.9827023,
5195,9.9827056,
5196,9.9827089,
5197,9.9827123,
5198,9.9827156,
5199,9.9827189,
5200,9.9827222,
5201,9.9827255,
5202,9.9827288,
5203,9.9827322,
5204,9.9827355,
5205,9.9827388,
5206,9.9827421,
5207,9.9827454,
5208,9.9827487,
5209,9.9827520,
5210,9.9827553,
5211,9.9827586,
5212,9.9827619,
5213,9.9827652,
5214,9.9827685,
5215,9.9827718,
5216,9.9827751,
5217,9.9827784,
5218,9.9827817,
5219,9.9827850,
5220,9.9827883,
5221,9.9827916,
5222,9.9827949,
5223,9.9827982,
5224,9.9828015,
5225,9.9828047,
5226,9.9828080,
5227,9.9828113,
5228,9.9828146,
5229,9.9828179,
5230,9.9828211,
5231,9.9828244,
5232,9.9828277,
5233,9.9828310,
5234,9.9828343,
5235,9.9828375,
5236,9.9828408,
5237,9.9828441,
5238,9.9828473,
5239,9.9828506,
5240,9.9828539,
5241,9.9828571,
5242,9.9828604,
5243,9.9828637,
5244,9.9828669,
5245,9.9828702,
5246,9.9828735,
5247,9.9828767,
5248,9.9828800,
5249,9.9828832,
5250,9.9828865,
5251,9.9828897,
5252,9.9828930,
5253,9.9828962,
5254,9.9828995,
5255,9.9829027,
5256,9.9829060,
5257,9.9829092,
5258,9.9829125,
5259,9.9829157,
5260,9.9829190,
5261,9.9829222,
5262,9.9829254,
5263,9.9829287,
5264,9.9829319,
5265,9.9829352,
5266,9.9829384,
5267,9.9829416,
5268,9.9829449,
5269,9.9829481,
5270,9.9829513,
5271,9.9829545,
5272,9.9829578,
5273,9.9829610,
5274,9.9829642,
5275,9.9829674,
5276,9.9829707,
5277,9.9829739,
5278,9.9829771,
5279,9.9829803,
5280,9.9829836,
5281,9.9829868,
5282,9.9829900,
5283,9.9829932,
5284,9.9829964,
5285,9.9829996,
5286,9.9830028,
5287,9.9830060,
5288,9.9830093,
5289,9.9830125,
5290,9.9830157,
5291,9.9830189,
5292,9.9830221,
5293,9.9830253,
5294,9.9830285,
5295,9.9830317,
5296,9.9830349,
5297,9.9830381,
5298,9.9830413,
5299,9.9830445,
5300,9.9830477,
5301,9.9830508,
5302,9.9830540,
5303,9.9830572,
5304,9.9830604,
5305,9.9830636,
5306,9.9830668,
5307,9.9830700,
5308,9.9830732,
5309,9.9830763,
5310,9.9830795,
5311,9.9830827,
5312,9.9830859,
5313,9.9830891,
5314,9.9830922,
5315,9.9830954,
5316,9.9830986,
5317,9.9831018,
5318,9.9831049,
5319,9.9831081,
5320,9.9831113,
5321,9.9831144,
5322,9.9831176,
5323,9.9831208,
5324,9.9831239,
5325,9.9831271,
5326,9.9831303,
5327,9.9831334,
5328,9.9831366,
5329,9.9831398,
5330,9.9831429,
5331,9.9831461,
5332,9.9831492,
5333,9.9831524,
5334,9.9831555,
5335,9.9831587,
5336,9.9831618,
5337,9.9831650,
5338,9.9831681,
5339,9.9831713,
5340,9.9831744,
5341,9.9831776,
5342,9.9831807,
5343,9.9831839,
5344,9.9831870,
5345,9.9831901,
5346,9.9831933,
5347,9.9831964,
5348,9.9831996,
5349,9.9832027,
5350,9.9832058,
5351,9.9832090,
5352,9.9832121,
5353,9.9832152,
5354,9.9832183,
5355,9.9832215,
5356,9.9832246,
5357,9.9832277,
5358,9.9832309,
5359,9.9832340,
5360,9.9832371,
5361,9.9832402,
5362,9.9832433,
5363,9.9832465,
5364,9.9832496,
5365,9.9832527,
5366,9.9832558,
5367,9.9832589,
5368,9.9832620,
5369,9.9832652,
5370,9.9832683,
5371,9.9832714,
5372,9.9832745,
5373,9.9832776,
5374,9.9832807,
5375,9.9832838,
5376,9.9832869,
5377,9.9832900,
5378,9.9832931,
5379,9.9832962,
5380,9.9832993,
5381,9.9833024,
5382,9.9833055,
5383,9.9833086,
5384,9.9833117,
5385,9.9833148,
5386,9.9833179,
5387,9.9833210,
5388,9.9833241,
5389,9.9833272,
5390,9.9833302,
5391,9.9833333,
5392,9.9833364,
5393,9.9833395,
5394,9.9833426,
5395,9.9833457,
5396,9.9833488,
5397,9.9833518,
5398,9.9833549,
5399,9.9833580,
5400,9.9833611,
5401,9.9833641,
5402,9.9833672,
5403,9.9833703,
5404,9.9833734,
5405,9.9833764,
5406,9.9833795,
5407,9.9833826,
5408,9.9833856,
5409,9.9833887,
5410,9.9833918,
5411,9.9833948,
5412,9.9833979,
5413,9.9834010,
5414,9.9834040,
5415,9.9834071,
5416,9.9834101,
5417,9.9834132,
5418,9.9834163,
5419,9.9834193,
5420,9.9834224,
5421,9.9834254,
5422,9.9834285,
5423,9.9834315,
5424,9.9834346,
5425,9.9834376,
5426,9.9834407,
5427,9.9834437,
5428,9.9834468,
5429,9.9834498,
5430,9.9834528,
5431,9.9834559,
5432,9.9834589,
5433,9.9834620,
5434,9.9834650,
5435,9.9834680,
5436,9.9834711,
5437,9.9834741,
5438,9.9834771,
5439,9.9834802,
5440,9.9834832,
5441,9.9834862,
5442,9.9834893,
5443,9.9834923,
5444,9.9834953,
5445,9.9834983,
5446,9.9835014,
5447,9.9835044,
5448,9.9835074,
5449,9.9835104,
5450,9.9835135,
5451,9.9835165,
5452,9.9835195,
5453,9.9835225,
5454,9.9835255,
5455,9.9835286,
5456,9.9835316,
5457,9.9835346,
5458,9.9835376,
5459,9.9835406,
5460,9.9835436,
5461,9.9835466,
5462,9.9835496,
5463,9.9835526,
5464,9.9835556,
5465,9.9835586,
5466,9.9835616,
5467,9.9835646,
5468,9.9835676,
5469,9.9835706,
5470,9.9835736,
5471,9.9835766,
5472,9.9835796,
5473,9.9835826,
5474,9.9835856,
5475,9.9835886,
5476,9.9835916,
5477,9.9835946,
5478,9.9835976,
5479,9.9836006,
5480,9.9836036,
5481,9.9836066,
5482,9.9836095,
5483,9.9836125,
5484,9.9836155,
5485,9.9836185,
5486,9.9836215,
5487,9.9836245,
5488,9.9836274,
5489,9.9836304,
5490,9.9836334,
5491,9.9836364,
5492,9.9836393,
5493,9.9836423,
5494,9.9836453,
5495,9.9836483,
5496,9.9836512,
5497,9.9836542,
5498,9.9836572,
5499,9.9836601,
5500,9.9836631,
5501,9.9836661,
5502,9.9836690,
5503,9.9836720,
5504,9.9836750,
5505,9.9836779,
5506,9.9836809,
5507,9.9836838,
5508,9.9836868,
5509,9.9836897,
5510,9.9836927,
5511,9.9836957,
5512,9.9836986,
5513,9.9837016,
5514,9.9837045,
5515,9.9837075,
5516,9.9837104,
5517,9.9837134,
5518,9.9837163,
5519,9.9837192,
5520,9.9837222,
5521,9.9837251,
5522,9.9837281,
5523,9.9837310,
5524,9.9837340,
5525,9.9837369,
5526,9.9837398,
5527,9.9837428,
5528,9.9837457,
5529,9.9837486,
5530,9.9837516,
5531,9.9837545,
5532,9.9837574,
5533,9.9837604,
5534,9.9837633,
5535,9.9837662,
5536,9.9837692,
5537,9.9837721,
5538,9.9837750,
5539,9.9837779,
5540,9.9837809,
5541,9.9837838,
5542,9.9837867,
5543,9.9837896,
5544,9.9837925,
5545,9.9837955,
5546,9.9837984,
5547,9.9838013,
5548,9.9838042,
5549,9.9838071,
5550,9.9838100,
5551,9.9838129,
5552,9.9838159,
5553,9.9838188,
5554,9.9838217,
5555,9.9838246,
5556,9.9838275,
5557,9.9838304,
5558,9.9838333,
5559,9.9838362,
5560,9.9838391,
5561,9.9838420,
5562,9.9838449,
5563,9.9838478,
5564,9.9838507,
5565,9.9838536,
5566,9.9838565,
5567,9.9838594,
5568,9.9838623,
5569,9.9838652,
5570,9.9838681,
5571,9.9838710,
5572,9.9838739,
5573,9.9838767,
5574,9.9838796,
5575,9.9838825,
5576,9.9838854,
5577,9.9838883,
5578,9.9838912,
5579,9.9838941,
5580,9.9838969,
5581,9.9838998,
5582,9.9839027,
5583,9.9839056,
5584,9.9839085,
5585,9.9839113,
5586,9.9839142,
5587,9.9839171,
5588,9.9839200,
5589,9.9839228,
5590,9.9839257,
5591,9.9839286,
5592,9.9839314,
5593,9.9839343,
5594,9.9839372,
5595,9.9839400,
5596,9.9839429,
5597,9.9839458,
5598,9.9839486,
5599,9.9839515,
5600,9.9839544,
5601,9.9839572,
5602,9.9839601,
5603,9.9839629,
5604,9.9839658,
5605,9.9839686,
5606,9.9839715,
5607,9.9839744,
5608,9.9839772,
5609,9.9839801,
5610,9.9839829,
5611,9.9839858,
5612,9.9839886,
5613,9.9839915,
5614,9.9839943,
5615,9.9839972,
5616,9.9840000,
5617,9.9840028,
5618,9.9840057,
5619,9.9840085,
5620,9.9840114,
5621,9.9840142,
5622,9.9840170,
5623,9.9840199,
5624,9.9840227,
5625,9.9840256,
5626,9.9840284,
5627,9.9840312,
5628,9.9840341,
5629,9.9840369,
5630,9.9840397,
5631,9.9840426,
5632,9.9840454,
5633,9.9840482,
5634,9.9840510,
5635,9.9840539,
5636,9.9840567,
5637,9.9840595,
5638,9.9840623,
5639,9.9840652,
5640,9.9840680,
5641,9.9840708,
5642,9.9840736,
5643,9.9840764,
5644,9.9840792,
5645,9.9840821,
5646,9.9840849,
5647,9.9840877,
5648,9.9840905,
5649,9.9840933,
5650,9.9840961,
5651,9.9840989,
5652,9.9841017,
5653,9.9841046,
5654,9.9841074,
5655,9.9841102,
5656,9.9841130,
5657,9.9841158,
5658,9.9841186,
5659,9.9841214,
5660,9.9841242,
5661,9.9841270,
5662,9.9841298,
